Gene Z_eqtl p_eqtl Z_twas p_twas newLfdr
A1BG 0.558668638486396 0.576387886515029 -1.29373064445664 0.195758476405907 1
A2M 0.196449855277307 0.844258077535918 0.377453979358751 0.705836258521711 1
A3GALT2 -0.96517916405292 0.334455081206887 -0.102634213864803 0.918253287480102 1
A4GALT 1.97681039295012 0.0480630664868219 1.06675890945493 0.286080718006997 1
A4GNT 0.485458007757877 0.627351493034294 -0.548530764390636 0.583327511134508 1
AAAS -1.32784696009689 0.184228669756609 -1.26417744159699 0.206166345710855 1
AACS 0.143304458848755 0.886049734528098 -1.2268617324793 0.219874563657768 1
AADAC 0.985024305380477 0.324612132303229 0.410790234804153 0.681226354232712 1
AADAT 0.666326380404778 0.505202507287114 -0.0816284846624075 0.934942149390432 1
AAGAB 0.441593159012262 0.658783635239491 0.85486406626547 0.392626405716512 1
AAMDC 0.986780776206375 0.323750120816602 1.74515711978613 0.0809575230379852 1
AAMP 0.0940935019813155 0.92503488214913 0.271939430488684 0.78566859213834 1
AANAT -0.695397782442909 0.486806049885738 0.0234065055847168 0.981326015722697 1
AAR2 1.15455651285684 0.248272083604522 -1.47732162475586 0.139589444004455 1
AARD 2.18642468136803 0.0287845495263922 0.491048181370796 0.623392370343663 1
AARS2 0.0446644262522349 0.964374789123854 0.623252516747281 0.533118595650007 1
AASDH 0.189749926742864 0.849505095574621 1.03296066339108 0.301622307665435 1
AASS 0.398983660017097 0.689905244168669 -0.979068875312805 0.327545949174629 1
AATK -1.42487927300556 0.154192102049495 1.33692369416636 0.181247545720964 1
ABAT -1.16821220739854 0.242721177598593 0.185409069061279 0.852908195663058 1
ABCA1 1.72264405349178 0.0849529132927168 0.311758276927593 0.75522423492486 1
ABCA10 0.363833187631892 0.715982578487961 0.0246543250977993 0.980330687286196 1
ABCA13 -0.548767965860962 0.583164696808291 0.800214564962431 0.423586492522351 1
ABCA2 0.162713453966198 0.870744053434293 -0.340174496173859 0.733725123238573 1
ABCA3 0.521889445423956 0.601747307440293 -0.639721691608429 0.522353550609942 1
ABCA5 0.383105986406997 0.701641181131468 0.734625509983426 0.462567597489825 1
ABCA6 0.600400474157669 0.548239371885844 2.26710605621338 0.0233837477091999 1
ABCA7 1.13701488580473 0.255532062839268 0.390189022341128 0.696396778495844 1
ABCA8 0.700150018651113 0.483833621537771 -0.823451936244965 0.410251038864125 1
ABCA9 0.876060700135608 0.380997036007304 0.786376819410138 0.431646759707972 1
ABCB1 0.458946278638217 0.646272744426347 -1.64218759536743 0.100551132636153 1
ABCB10 -1.91211018598127 0.0558620626288487 -2.2173924446106 0.0265962855633846 1
ABCB4 -0.721090204792927 0.470854017227914 1.24897801876068 0.211673113706333 1
ABCB6 0.0113040286094851 0.99098088217677 1.32258701324463 0.185972755363464 1
ABCB8 -1.36870739204505 0.171090758727938 1.61704323185387 0.105868949306882 1
ABCB9 -0.294340366829104 0.768497829805004 -2.02175974845886 0.043201177972433 1
ABCC1 0.660483562401007 0.508943563525555 -0.405797690153122 0.684891255999488 1
ABCC10 -0.326585986777221 0.743981043798388 1.0448055267334 0.296112860040617 1
ABCC2 0.780587895299364 0.435044913432095 0.0974719132644412 0.922351637970043 1
ABCC3 0.122940063098328 0.902154560480292 1.42217342719462 0.154975910880364 1
ABCC4 -0.87602523466163 0.381016315513299 -2.2649057746289 0.0235184623408037 1
ABCC5 -1.09661899092849 0.272807982199407 2.60557770729065 0.00917194658058664 1
ABCC8 0.459307687608656 0.646013227987448 -1.49100597743759 0.135959925567367 1
ABCC9 -1.663611569678 0.0961900783099331 -0.852976224972577 0.393672488811094 1
ABCD2 0.713815014920774 0.475341573823076 -1.05433961491792 0.291727457821907 1
ABCD3 1.27096632021844 0.203740630647693 -0.782857037943063 0.433711068595066 1
ABCD4 0.134206648902116 0.893239168415238 -0.254142731428146 0.799385291919957 1
ABCF1 0.670764998449901 0.502370248359664 4.40967556415545 1.03525600105798e-05 0.999999999999
ABCF2 0.594296492793113 0.552313823989236 0.0808798189092695 0.935537529554061 1
ABCF3 0.950452401076938 0.341882428833787 0.331981247540931 0.739903419057232 1
ABCG2 -1.13392256866558 0.256827029357879 -1.97538100729352 0.0482249264937402 1
ABCG4 0.0828967296253755 0.933933654473332 2.1423533741685 0.0321650568438793 1
ABHD10 -0.303798541849903 0.761281377705178 0.775683999061584 0.437935589810265 1
ABHD11 -1.98424155806867 0.0472289177399233 1.95548414114495 0.0505259534082257 1
ABHD12B -1.51285217680373 0.130317211842579 -0.935138583183288 0.349716884842607 1
ABHD13 0.0922233188153168 0.926520611257715 0.517999231252975 0.604458805692435 1
ABHD14A 0.7881569726289 0.430604893586376 1.15753948688507 0.247052016230301 1
ABHD14B -0.1452614629265 0.884504440074906 -1.91370224952698 0.055658211470728 1
ABHD15 -0.760715208548636 0.446827188880401 -0.119233199363524 0.905090604963779 1
ABHD16A 0.720735432568403 0.471072307775227 0.6118104775404 0.540663156753542 1
ABHD17A 0.257696764167368 0.796640943605681 0.237074494361877 0.812598998927741 1
ABHD17C -0.0811513060171524 0.9353216238975 1.27918791770935 0.200830889535251 1
ABHD4 -0.16803604117105 0.866554925435203 -1.21447491320492 0.224566423921002 1
ABHD5 -0.998415003941834 0.318078161033648 1.54413616657257 0.122555348889472 1
ABHD6 1.05738016237203 0.290338121423178 0.642801225185394 0.520353088047271 1
ABHD8 -0.0524772087635554 0.958148455079259 2.9962104967088 0.00273357664453785 0.999999999999998
ABI1 -0.0341816549448468 0.972732295225488 0.385035961866379 0.700210771947534 1
ABI2 0.0674296817097525 0.946239640367284 1.56859302520752 0.116742798687515 1
ABI3 -1.77570306611803 0.0757818717692298 -0.79158091545105 0.428605078442434 1
ABI3BP 0.848229238001395 0.396310317148804 0.1266214424835 0.899240024894913 1
ABL1 1.74615022864052 0.0807848507280434 0.404965370893478 0.685502965577006 1
ABL2 -0.485972916988456 0.626986368123079 -1.79877984743559 0.0720535123790175 1
ABLIM1 0.0871273531664389 0.930570283372484 1.39095461368561 0.164239190116761 1
ABLIM2 -0.460816280959504 0.644930419931302 1.30418384075165 0.19217090812247 1
ABLIM3 1.52464618900489 0.127347370171935 0.381055772304535 0.703161864512369 1
ABO 0.689673104791908 0.490399782934829 -0.0854929153884764 0.931869527552967 1
ABRA -0.142539295592522 0.886654042835163 -0.334643214941025 0.7378942417535 1
ABRACL 0.153241052884381 0.878208184454072 0.645465892988797 0.518625314087513 1
ABT1 1.61176521254373 0.107013040852545 0.370457372864165 0.711041732260783 1
ABTB1 -0.221200157859224 0.82493658634947 1.73384571075439 0.0829454626386172 1
ABTB2 -0.582337974269178 0.560339051662533 -0.323179334402084 0.746559430629705 1
AC002064.5 0.238908943964271 0.811176190082013 0.0751170789878583 0.940121559148622 1
AC002511.3 -1.31007322803042 0.190171064210357 0.459116131067276 0.646150773364502 1
AC003090.1 0.0646745326366444 0.948433140370699 2.08873882921715 0.0367312395097338 1
AC004012.1 0.514417832932911 0.606959893967994 -0.252777471223586 0.800440177809724 1
AC004069.2 -0.991555524637036 0.321414394031136 0.625574946403503 0.531593775971535 1
AC004156.3 -0.953240456083081 0.340468252836467 -0.486920684576035 0.626314539901494 1
AC004540.5 1.04899685631078 0.294179565293324 0.644416505407783 0.519305384310651 1
AC005013.5 0.526952662670339 0.598226461612682 0.608810959070726 0.542649748720837 1
AC005082.12 0.20559939613393 0.837103849264258 0.784749714568697 0.432600328267564 1
AC005224.2 1.15612314813832 0.247630788914975 -1.18509948771463 0.235978113612365 1
AC005281.1 -0.440483390360339 0.659587039541805 -0.928216338157654 0.353295361092111 1
AC005498.3 0.147000972558749 0.883131252669936 0.703017294406891 0.482044971753369 1
AC005523.3 0.97661614039875 0.328759225424061 1.2285166483373 0.219253083628981 1
AC005618.6 0.941684463796283 0.346354211557336 -1.41707766056061 0.156460223120105 1
AC005754.8 0.798460490026278 0.424603312385518 -0.559212565422058 0.576016658574458 1
