Gene Z_eqtl p_eqtl Z_twas p_twas
A1BG -1.22378704180249 0.221032573897019 -1.29373064445664 0.195758476405907
A2M -0.378882309967 0.704775261176799 0.377453979358751 0.705836258521711
A3GALT2 -1.40012646408031 0.161475451527429 -0.102634213864803 0.918253287480102
A4GALT -0.613965251899663 0.539238289332397 1.06675890945493 0.286080718006997
A4GNT -0.204500054414127 0.837962749476007 -0.548530764390636 0.583327511134508
AAAS 0.675978097996032 0.49905455085942 -1.26417744159699 0.206166345710855
AACS 0.571174281219136 0.56788151014183 -1.2268617324793 0.219874563657768
AADAC -0.632302801716724 0.527189033164848 0.410790234804153 0.681226354232712
AADAT -1.59177142215731 0.111436073579498 -0.0816284846624075 0.934942149390432
AAGAB 0.85565156708138 0.392190537439524 0.85486406626547 0.392626405716512
AAMDC 0.142431138530601 0.886739468115193 1.74515711978613 0.0809575230379852
AAMP 1.5471882268924 0.121817864051346 0.271939430488684 0.78566859213834
AANAT 0.0947533133951059 0.924510770466224 0.0234065055847168 0.981326015722697
AAR2 -0.694949009804094 0.487087257153414 -1.47732162475586 0.139589444004455
AARD 0.663238423921444 0.507177866268169 0.491048181370796 0.623392370343663
AARS2 0.706888381837068 0.479635844518861 0.623252516747281 0.533118595650007
AASDH 0.763405980789085 0.445221314206108 1.03296066339108 0.301622307665435
AASS 0.630136113799674 0.528605533424813 -0.979068875312805 0.327545949174629
AATK 0.767917214864287 0.442536369317064 1.33692369416636 0.181247545720964
ABAT 0.303455395269843 0.761542835187263 0.185409069061279 0.852908195663058
ABCA1 0.345923770357755 0.729400004057959 0.311758276927593 0.75522423492486
ABCA10 0.339378640213319 0.734324507430419 0.0246543250977993 0.980330687286196
ABCA13 0.47217817882782 0.636799613818527 0.800214564962431 0.423586492522351
ABCA2 0.78457169470201 0.432704731181968 -0.340174496173859 0.733725123238573
ABCA3 -1.04349402221507 0.296719547959868 -0.639721691608429 0.522353550609942
ABCA5 -0.353755688818261 0.723521984000576 0.734625509983426 0.462567597489825
ABCA6 0.101961180696649 0.918787487763779 2.26710605621338 0.0233837477091999
ABCA7 0.872829111442199 0.382756229515724 0.390189022341128 0.696396778495844
ABCA8 0.955702085472036 0.339222768592294 -0.823451936244965 0.410251038864125
ABCA9 -0.455247693192004 0.648931052356534 0.786376819410138 0.431646759707972
ABCB1 -1.43048141747878 0.152578895430465 -1.64218759536743 0.100551132636153
ABCB10 1.8489124153976 0.0644704606577833 -2.2173924446106 0.0265962855633846
ABCB4 -1.14965865554972 0.250284489274169 1.24897801876068 0.211673113706333
ABCB6 -1.11737048687228 0.263835948669681 1.32258701324463 0.185972755363464
ABCB8 1.50353494486379 0.132701152678707 1.61704323185387 0.105868949306882
ABCB9 -0.23224973881306 0.816344047723306 -2.02175974845886 0.043201177972433
ABCC1 -1.0077200424161 0.3135888804329 -0.405797690153122 0.684891255999488
ABCC10 -0.663745196726281 0.506853406763079 1.0448055267334 0.296112860040617
ABCC2 1.0962625813442 0.272963879589785 0.0974719132644412 0.922351637970043
ABCC3 -0.345543053000351 0.729686149466131 1.42217342719462 0.154975910880364
ABCC4 0.330741410779598 0.740839819708347 -2.2649057746289 0.0235184623408037
ABCC5 0.422648805290092 0.672551512512102 2.60557770729065 0.00917194658058664
ABCC8 0.660918894814923 0.50866432803015 -1.49100597743759 0.135959925567367
ABCC9 0.754761589268322 0.450392044647061 -0.852976224972577 0.393672488811094
ABCD2 -1.00468322308021 0.315049409121819 -1.05433961491792 0.291727457821907
ABCD3 -0.535776199240602 0.59211323328556 -0.782857037943063 0.433711068595066
ABCD4 0.438774729001504 0.660824773094387 -0.254142731428146 0.799385291919957
ABCF1 0.00262293540740301 0.997907202734118 4.40967556415545 1.03525600105798e-05
ABCF2 -0.924154946670136 0.355405648759267 0.0808798189092695 0.935537529554061
ABCF3 0.59129161017331 0.554325050047203 0.331981247540931 0.739903419057232
ABCG2 -0.0274298817265905 0.97811686503944 -1.97538100729352 0.0482249264937402
ABCG4 -0.0978696537146797 0.922035797101141 2.1423533741685 0.0321650568438793
ABHD10 0.485740950352253 0.627150845612349 0.775683999061584 0.437935589810265
ABHD11 -0.123963716597785 0.901344003380557 1.95548414114495 0.0505259534082257
ABHD12B -0.89271983160188 0.372007227393654 -0.935138583183288 0.349716884842607
ABHD13 -0.643297370239284 0.520031162347449 0.517999231252975 0.604458805692435
ABHD14A 2.24167770628094 0.0249822097431268 1.15753948688507 0.247052016230301
ABHD14B 2.19167845775489 0.0284027322996379 -1.91370224952698 0.055658211470728
ABHD15 -0.587314330684251 0.556992618222905 -0.119233199363524 0.905090604963779
ABHD16A 0.118545517846498 0.905635431306998 0.6118104775404 0.540663156753542
ABHD17A 0.430858067295479 0.666571574914316 0.237074494361877 0.812598998927741
ABHD17C 0.261825778560149 0.793455763745165 1.27918791770935 0.200830889535251
ABHD4 1.06477914609128 0.286975884263518 -1.21447491320492 0.224566423921002
ABHD5 1.13253494835611 0.25740960003488 1.54413616657257 0.122555348889472
ABHD6 -0.734500022442203 0.462644046493416 0.642801225185394 0.520353088047271
ABHD8 -0.438455676100291 0.661055994084309 2.9962104967088 0.00273357664453785
ABI1 -0.689599517351775 0.490446070987552 0.385035961866379 0.700210771947534
ABI2 -0.187122080901472 0.851564915872433 1.56859302520752 0.116742798687515
ABI3 1.32950391236393 0.183681775899743 -0.79158091545105 0.428605078442434
ABI3BP 1.2590117204299 0.208026098519519 0.1266214424835 0.899240024894913
ABL1 1.21633405699307 0.223857692942454 0.404965370893478 0.685502965577006
ABL2 0.749533659675435 0.453535618921993 -1.79877984743559 0.0720535123790175
ABLIM1 -0.433530348161837 0.664629523482235 1.39095461368561 0.164239190116761
ABLIM2 -0.983690516651596 0.325267704035452 1.30418384075165 0.19217090812247
ABLIM3 0.562318216927676 0.573899228809946 0.381055772304535 0.703161864512369
ABO -0.318636344471856 0.750002289955496 -0.0854929153884764 0.931869527552967
ABRA 0.441560338589543 0.658807389564042 -0.334643214941025 0.7378942417535
ABRACL 0.0288840356698134 0.97695707800028 0.645465892988797 0.518625314087513
ABT1 0.239547856986197 0.810680791900297 0.370457372864165 0.711041732260783
ABTB1 -0.4634525337762 0.643040030538771 1.73384571075439 0.0829454626386172
ABTB2 1.61668347153517 0.105946623505286 -0.323179334402084 0.746559430629705
AC002064.5 -0.678116627323788 0.497697749020664 0.0751170789878583 0.940121559148622
AC002511.3 -0.738990498891748 0.459912766713321 0.459116131067276 0.646150773364502
AC003090.1 -0.735698063210413 0.461914468608682 2.08873882921715 0.0367312395097338
AC004012.1 -0.541360841125305 0.588258892427078 -0.252777471223586 0.800440177809724
AC004069.2 1.27774728760194 0.201338545949148 0.625574946403503 0.531593775971535
AC004156.3 0.384147576826928 0.700869070434983 -0.486920684576035 0.626314539901494
AC004540.5 1.57928252560106 0.114271268152941 0.644416505407783 0.519305384310651
AC005013.5 0.24408083952953 0.807168211680848 0.608810959070726 0.542649748720837
AC005082.12 -0.640364168465235 0.521935872127146 0.784749714568697 0.432600328267564
AC005224.2 0.770619891466748 0.440932267337229 -1.18509948771463 0.235978113612365
AC005281.1 -0.611709989553796 0.540729651406614 -0.928216338157654 0.353295361092111
AC005498.3 2.73535929767975 0.00623122193623837 0.703017294406891 0.482044971753369
AC005523.3 1.49482539196303 0.134960017644405 1.2285166483373 0.219253083628981
AC005618.6 -0.656966010021559 0.511202772147147 -1.41707766056061 0.156460223120105
AC005754.8 1.26155095459078 0.207110413826652 -0.559212565422058 0.576016658574458
AC006129.1 1.17544403479676 0.239817115024524 0.949338436126709 0.342448510834993
AC006129.2 0.998009379220841 0.318274810592829 -0.690173116960638 0.490085326945432
AC006272.2 -0.880709826055635 0.378474897049824 -2.64898800849915 0.00807331961795315
AC006273.4 0.194971887983123 0.84541495540115 -0.643869459629059 0.519660087388317
AC006946.16 -0.907752241676201 0.364009135952477 -0.0171161498874426 0.98634395505272
AC007036.6 -1.07536075160126 0.282213246623681 1.06924498081207 0.284959295132745
AC007228.9 0.0798217622235525 0.936379015797141 -0.0649827271699906 0.948187752905195
AC007249.3 0.969737923759854 0.33217714202358 0.258956551551819 0.795668764067207
AC007383.3 -1.00077506591804 0.316935566697814 0.855761826038361 0.392129534416213
AC007405.4 0.525676681024004 0.59911286852261 -0.879341781139374 0.379215988367502
AC007405.6 0.091470156277411 0.927119018644386 -2.44749466133317 0.014385325631418
AC007879.2 0.159554334374509 0.873232153901935 -0.173576638102531 0.862198193382746
AC008268.1 -0.0681696070411329 0.945650620739902 -0.88353830575943 0.376945495523309
AC008592.4 -0.178596884664041 0.858254240838148 -0.504006053153892 0.614257123328398
AC008592.8 0.312248481546477 0.754851689685837 -0.633644282817841 0.526312994321476
AC008746.12 -0.557157586437519 0.577419765286488 -1.8720603860609 0.0611982496958336
AC009404.2 0.577890709654156 0.563337907983525 -0.234922423958778 0.814268944752643
AC009495.2 1.22838341957374 0.219303069059942 -0.0552029311656952 0.955976793765969
AC009495.3 1.27704873427195 0.201585042338601 0.233035597317126 0.815733763936373
AC009961.3 -1.70922560640067 0.0874091674111439 -0.871852606200591 0.383288791593582
AC010894.3 -0.81552770336153 0.414770313597218 0.86586982011795 0.386561555101781
AC012074.2 -1.94930871566664 0.0512585683685695 0.537350251312393 0.591025700361642
AC012531.25 -0.994675689775005 0.319894021689583 1.68080064020206 0.0928016442709337
AC016995.3 0.293067097992456 0.769470865146984 0.399388569354736 0.68960691512555
AC017002.1 0.0715158366810377 0.942987220981 0.99814453758758 0.318209276073415
AC017060.1 0.424506281007542 0.671196625606052 1.23535803072656 0.216697285210122
AC017074.2 -1.05923794354419 0.289491428760142 2.86674673579348 0.00414714745649953
AC018647.3 0.386674816969163 0.698996961852436 -1.59044705470268 0.111734070957161
AC019186.1 0.533487970840363 0.593695835798718 0.0573657751083374 0.954253825594467
