Gene Z_eqtl p_eqtl Z_twas p_twas
A1BG 1.4872487285581 0.136949130492319 -1.29373064445664 0.195758476405907
A2M 0.833052828460606 0.40481493572084 0.377453979358751 0.705836258521711
A3GALT2 -0.0343921470426677 0.972564445521127 -0.102634213864803 0.918253287480102
A4GALT 0.601274807638051 0.547656966030282 1.06675890945493 0.286080718006997
A4GNT 0.132715882645673 0.89441808144828 -0.548530764390636 0.583327511134508
AAAS 0.719352778897931 0.471923584058574 -1.26417744159699 0.206166345710855
AACS -0.520986816936574 0.602375955017253 -1.2268617324793 0.219874563657768
AADAC -1.30329132050634 0.192475323160883 0.410790234804153 0.681226354232712
AADAT 1.34976382763926 0.177091751170247 -0.0816284846624075 0.934942149390432
AAGAB 1.85679361797583 0.0633405220552756 0.85486406626547 0.392626405716512
AAMDC 0.218476284886041 0.827058033950008 1.74515711978613 0.0809575230379852
AAMP -0.446464257904669 0.655261925251972 0.271939430488684 0.78566859213834
AANAT 0.236736782864955 0.812860997347859 0.0234065055847168 0.981326015722697
AAR2 -0.105135450942788 0.916268329389297 -1.47732162475586 0.139589444004455
AARD 0.869761237384427 0.384430898869097 0.491048181370796 0.623392370343663
AARS2 0.862342570554493 0.38849903317353 0.623252516747281 0.533118595650007
AASDH -0.62288548981794 0.533359773921267 1.03296066339108 0.301622307665435
AASS 2.27606587800774 0.0228420669751652 -0.979068875312805 0.327545949174629
AATK -1.35537389138308 0.175298463617086 1.33692369416636 0.181247545720964
ABAT 0.427437904083604 0.66906040442921 0.185409069061279 0.852908195663058
ABCA1 0.250639903852232 0.802092527413775 0.311758276927593 0.75522423492486
ABCA10 0.250631201505748 0.802099256183062 0.0246543250977993 0.980330687286196
ABCA13 -0.971501504898625 0.331298604092647 0.800214564962431 0.423586492522351
ABCA2 0.415163482229872 0.67802222970529 -0.340174496173859 0.733725123238573
ABCA3 2.45616097322789 0.0140430237303087 -0.639721691608429 0.522353550609942
ABCA5 -1.23866255227701 0.21547049232291 0.734625509983426 0.462567597489825
ABCA6 0.80983102816261 0.418037296890006 2.26710605621338 0.0233837477091999
ABCA7 1.36706480096648 0.171604994961779 0.390189022341128 0.696396778495844
ABCA8 -0.689152190302129 0.490727499676662 -0.823451936244965 0.410251038864125
ABCA9 1.10697232344332 0.268305894520591 0.786376819410138 0.431646759707972
ABCB1 -0.0253039485631874 0.979812524442893 -1.64218759536743 0.100551132636153
ABCB10 -0.759717683620338 0.447423356129287 -2.2173924446106 0.0265962855633846
ABCB4 0.875975034097018 0.381043606235642 1.24897801876068 0.211673113706333
ABCB6 -0.0180956730287013 0.985562529810437 1.32258701324463 0.185972755363464
ABCB8 -0.777149686243411 0.437070462623718 1.61704323185387 0.105868949306882
ABCB9 -0.989621261941971 0.322359273580788 -2.02175974845886 0.043201177972433
ABCC1 0.615998552144301 0.537895475375985 -0.405797690153122 0.684891255999488
ABCC10 0.17880831635978 0.858088215016132 1.0448055267334 0.296112860040617
ABCC2 0.485360046945483 0.627420967911648 0.0974719132644412 0.922351637970043
ABCC3 0.23876162385239 0.811290429379726 1.42217342719462 0.154975910880364
ABCC4 -0.925336257867185 0.354791024138346 -2.2649057746289 0.0235184623408037
ABCC5 -0.712876207311904 0.475922363226007 2.60557770729065 0.00917194658058664
ABCC8 0.265228216033481 0.790833659773743 -1.49100597743759 0.135959925567367
ABCC9 1.5382787679955 0.123980468804425 -0.852976224972577 0.393672488811094
ABCD2 0.92511456486146 0.354906317653666 -1.05433961491792 0.291727457821907
ABCD3 1.53696613031653 0.124301603688492 -0.782857037943063 0.433711068595066
ABCD4 -0.371366094319993 0.710364875630343 -0.254142731428146 0.799385291919957
ABCF1 -0.0487456137509344 0.961122024542756 4.40967556415545 1.03525600105798e-05
ABCF2 0.0269600376583027 0.978491607764984 0.0808798189092695 0.935537529554061
ABCF3 0.511533287380264 0.608977685870677 0.331981247540931 0.739903419057232
ABCG2 1.12904962144072 0.258876901592604 -1.97538100729352 0.0482249264937402
ABCG4 0.305160830661997 0.760243663024586 2.1423533741685 0.0321650568438793
ABHD10 -0.159237366357174 0.873481865339589 0.775683999061584 0.437935589810265
ABHD11 -0.51427311530562 0.607061055388019 1.95548414114495 0.0505259534082257
ABHD12B -0.028368317647098 0.977368392881614 -0.935138583183288 0.349716884842607
ABHD13 -0.664184797425192 0.506572042343322 0.517999231252975 0.604458805692435
ABHD14A -0.165948679719949 0.868197337695332 1.15753948688507 0.247052016230301
ABHD14B -0.23374136034417 0.815185776115449 -1.91370224952698 0.055658211470728
ABHD15 -0.883710765196597 0.376852367555135 -0.119233199363524 0.905090604963779
ABHD16A 0.389251980062685 0.69708975492378 0.6118104775404 0.540663156753542
